Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Note
"FS","Suite of Food Security Indicators","860","Uzbekistan","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2020","2020","No","0.25",""
"FS","Suite of Food Security Indicators","860","Uzbekistan","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2010","2010","%","2.65",""
"FS","Suite of Food Security Indicators","860","Uzbekistan","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2011","2011","%","2.72",""
"FS","Suite of Food Security Indicators","860","Uzbekistan","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2012","2012","%","2.77",""
"FS","Suite of Food Security Indicators","860","Uzbekistan","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2013","2013","%","2.81",""
"FS","Suite of Food Security Indicators","860","Uzbekistan","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2014","2014","%","2.81",""
"FS","Suite of Food Security Indicators","860","Uzbekistan","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2015","2015","%","2.81",""
"FS","Suite of Food Security Indicators","860","Uzbekistan","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2016","2016","%","2.81",""
"FS","Suite of Food Security Indicators","860","Uzbekistan","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2017","2017","%","2.81",""
"FS","Suite of Food Security Indicators","860","Uzbekistan","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2018","2018","%","2.81",""
"FS","Suite of Food Security Indicators","860","Uzbekistan","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2019","2019","%","2.81",""
"FS","Suite of Food Security Indicators","860","Uzbekistan","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2020","2020","%","2.81",""
"FS","Suite of Food Security Indicators","860","Uzbekistan","6123","Value","21061","Average fat supply (g/cap/day) (3-year average)","20092011","2009-2011","g/pc/d","74.8",""
"FS","Suite of Food Security Indicators","860","Uzbekistan","6123","Value","21061","Average fat supply (g/cap/day) (3-year average)","20102012","2010-2012","g/pc/d","80.8",""
"FS","Suite of Food Security Indicators","860","Uzbekistan","6123","Value","21061","Average fat supply (g/cap/day) (3-year average)","20112013","2011-2013","g/pc/d","83.5",""
"FS","Suite of Food Security Indicators","860","Uzbekistan","6123","Value","21061","Average fat supply (g/cap/day) (3-year average)","20122014","2012-2014","g/pc/d","86.8",""
"FS","Suite of Food Security Indicators","860","Uzbekistan","6123","Value","21061","Average fat supply (g/cap/day) (3-year average)","20132015","2013-2015","g/pc/d","88.3",""
"FS","Suite of Food Security Indicators","860","Uzbekistan","6123","Value","21061","Average fat supply (g/cap/day) (3-year average)","20142016","2014-2016","g/pc/d","90.1",""
"FS","Suite of Food Security Indicators","860","Uzbekistan","6123","Value","21061","Average fat supply (g/cap/day) (3-year average)","20152017","2015-2017","g/pc/d","90.3",""
"FS","Suite of Food Security Indicators","860","Uzbekistan","6123","Value","21061","Average fat supply (g/cap/day) (3-year average)","20162018","2016-2018","g/pc/d","90.3",""
"FS","Suite of Food Security Indicators","860","Uzbekistan","6123","Value","21061","Average fat supply (g/cap/day) (3-year average)","20172019","2017-2019","g/pc/d","90.5",""
"FS","Suite of Food Security Indicators","860","Uzbekistan","6123","Value","21061","Average fat supply (g/cap/day) (3-year average)","20182020","2018-2020","g/pc/d","91.2",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20092011","2009-2011","%","118",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20102012","2010-2012","%","121",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20112013","2011-2013","%","122",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20122014","2012-2014","%","123",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20132015","2013-2015","%","123",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20142016","2014-2016","%","124",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20152017","2015-2017","%","125",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20162018","2016-2018","%","126",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20172019","2017-2019","%","127",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20182020","2018-2020","%","129",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20192021","2019-2021","%","131",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20092011","2009-2011","%","61",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20102012","2010-2012","%","60",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20112013","2011-2013","%","60",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20122014","2012-2014","%","60",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20132015","2013-2015","%","60",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20142016","2014-2016","%","60",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20152017","2015-2017","%","60",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20162018","2016-2018","%","59",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20172019","2017-2019","%","58",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","21012","Share of dietary energy supply derived from cereals, roots and tubers (kcal/cap/day) (3-year average)","20182020","2018-2020","%","56",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20092011","2009-2011","g/pc/d","75.3",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20102012","2010-2012","g/pc/d","78",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20112013","2011-2013","g/pc/d","79.3",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20122014","2012-2014","g/pc/d","80.7",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20132015","2013-2015","g/pc/d","80.7",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20142016","2014-2016","g/pc/d","81.7",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20152017","2015-2017","g/pc/d","82.7",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20162018","2016-2018","g/pc/d","84.3",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20172019","2017-2019","g/pc/d","85.3",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6123","Value","21013","Average protein supply (g/cap/day) (3-year average)","20182020","2018-2020","g/pc/d","86.7",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20092011","2009-2011","g/pc/d","30",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20102012","2010-2012","g/pc/d","30.7",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20112013","2011-2013","g/pc/d","31",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20122014","2012-2014","g/pc/d","30.7",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20132015","2013-2015","g/pc/d","30.7",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20142016","2014-2016","g/pc/d","30.7",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20152017","2015-2017","g/pc/d","31.3",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20162018","2016-2018","g/pc/d","32",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20172019","2017-2019","g/pc/d","33",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6123","Value","21014","Average supply of protein of animal origin (g/cap/day) (3-year average)","20182020","2018-2020","g/pc/d","34.3",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2010","2010","km","0.8",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2011","2011","km","0.7",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2012","2012","km","0.7",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2013","2013","km","0.7",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2014","2014","km","1",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2015","2015","km","1",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2016","2016","km","0.8",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2017","2017","km","0.7",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2018","2018","km","0.7",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2019","2019","km","0.7",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6124","Value","21016","Rail lines density (total route in km per 100 square km of land area)","2020","2020","km","1",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2010","2010","I$","6324.5",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2011","2011","I$","6658.7",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2012","2012","I$","6950.3",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2013","2013","I$","7257.7",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2014","2014","I$","7641.9",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2015","2015","I$","8091.1",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2016","2016","I$","8545.7",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2017","2017","I$","9050.7",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2018","2018","I$","9636",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2019","2019","I$","10252",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2020","2020","I$","10450.6",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20092011","2009-2011","%","9.9",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20102012","2010-2012","%","8.6",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20112013","2011-2013","%","8.1",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20122014","2012-2014","%","7.6",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20132015","2013-2015","%","7.5",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20142016","2014-2016","%","7.1",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20152017","2015-2017","%","6.8",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20162018","2016-2018","%","6.4",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","6",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20182020","2018-2020","%","5.5",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20192021","2019-2021","%","5.1",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6132","Value","210011","Number of people undernourished (million) (3-year average)","20092011","2009-2011","million No","8.7",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6132","Value","210011","Number of people undernourished (million) (3-year average)","20102012","2010-2012","million No","7.6",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6132","Value","210011","Number of people undernourished (million) (3-year average)","20112013","2011-2013","million No","7.2",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6132","Value","210011","Number of people undernourished (million) (3-year average)","20122014","2012-2014","million No","6.8",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6132","Value","210011","Number of people undernourished (million) (3-year average)","20132015","2013-2015","million No","6.8",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6132","Value","210011","Number of people undernourished (million) (3-year average)","20142016","2014-2016","million No","6.5",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6132","Value","210011","Number of people undernourished (million) (3-year average)","20152017","2015-2017","million No","6.4",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6132","Value","210011","Number of people undernourished (million) (3-year average)","20162018","2016-2018","million No","6",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","5.7",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","5.3",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6132","Value","210011","Number of people undernourished (million) (3-year average)","20192021","2019-2021","million No","4.9",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20142016","2014-2016","%","",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20152017","2015-2017","%","",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20162018","2016-2018","%","<0.5","Official estimate"
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","<0.5","Official estimate"
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20182020","2018-2020","%","0.5","Official estimate"
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","0.6","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20142016","2014-2016","%","",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20152017","2015-2017","%","",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20162018","2016-2018","%","<0.5","Official estimate"
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","<0.5","Official estimate"
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20182020","2018-2020","%","<0.5","Official estimate"
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","0.5","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20142016","2014-2016","%","",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20152017","2015-2017","%","",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20162018","2016-2018","%","0.5","Official estimate"
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","0.5","Official estimate"
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20182020","2018-2020","%","0.7","Official estimate"
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","0.7","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20142016","2014-2016","%","",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20152017","2015-2017","%","",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20162018","2016-2018","%","6.2","Official estimate"
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","6.2","Official estimate"
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20182020","2018-2020","%","6.5","Official estimate"
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","7.6","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20142016","2014-2016","%","",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20152017","2015-2017","%","",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20162018","2016-2018","%","5.7","Official estimate"
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","5.2","Official estimate"
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20182020","2018-2020","%","5.1","Official estimate"
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","6.6","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20142016","2014-2016","%","",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20152017","2015-2017","%","",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20162018","2016-2018","%","6.8","Official estimate"
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","7.3","Official estimate"
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20182020","2018-2020","%","7.8","Official estimate"
"FS","Suite of Food Security Indicators","704","Viet Nam","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","8.7","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","704","Viet Nam","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20142016","2014-2016","million No","",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20152017","2015-2017","million No","",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20162018","2016-2018","million No","",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20182020","2018-2020","million No","0.5","Official estimate"
"FS","Suite of Food Security Indicators","704","Viet Nam","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20192021","2019-2021","million No","0.6","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","704","Viet Nam","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20142016","2014-2016","million No","",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20152017","2015-2017","million No","",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20162018","2016-2018","million No","",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20182020","2018-2020","million No","",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20192021","2019-2021","million No","0.2","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","704","Viet Nam","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20142016","2014-2016","million No","",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20152017","2015-2017","million No","",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20162018","2016-2018","million No","0.2","Official estimate"
"FS","Suite of Food Security Indicators","704","Viet Nam","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","0.2","Official estimate"
"FS","Suite of Food Security Indicators","704","Viet Nam","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20182020","2018-2020","million No","0.2","Official estimate"
"FS","Suite of Food Security Indicators","704","Viet Nam","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20192021","2019-2021","million No","0.3","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","704","Viet Nam","6132","Value","210081","Number of moderately or severely food insecure people (million) (3-year average)","20142016","2014-2016","million No","",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6132","Value","210081","Number of moderately or severely food insecure people (million) (3-year average)","20152017","2015-2017","million No","",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6132","Value","210081","Number of moderately or severely food insecure people (million) (3-year average)","20162018","2016-2018","million No","5.9","Official estimate"
"FS","Suite of Food Security Indicators","704","Viet Nam","6132","Value","210081","Number of moderately or severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","5.9","Official estimate"
"FS","Suite of Food Security Indicators","704","Viet Nam","6132","Value","210081","Number of moderately or severely food insecure people (million) (3-year average)","20182020","2018-2020","million No","6.2","Official estimate"
"FS","Suite of Food Security Indicators","704","Viet Nam","6132","Value","210081","Number of moderately or severely food insecure people (million) (3-year average)","20192021","2019-2021","million No","7.4","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","704","Viet Nam","6132","Value","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20142016","2014-2016","million No","",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6132","Value","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20152017","2015-2017","million No","",""
"FS","Suite of Food Security Indicators","704","Viet Nam","6132","Value","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20162018","2016-2018","million No","2","Official estimate"
"FS","Suite of Food Security Indicators","704","Viet Nam","6132","Value","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","1.8","Official estimate"
"FS","Suite of Food Security Indicators","704","Viet Nam","6132","Value","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20182020","2018-2020","million No","1.8","Official estimate"
"FS","Suite of Food Security Indicators","704","Viet Nam","6132","Value","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20192021","2019-2021","million No","2.4","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","704","Viet Nam","6132","Value","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20142016","2014-2016","million No","",""
